	235010	262945	289260	306020	312316	312974	323098	325065	325999	327622	328513	328876	329949	330076	331838	332838	336646	341090	344451	BJBC001	BJBC007	BJBC008	BJBC011	BJBC013	BJBC014	BJBC017	BJBC019	BJBC020	BJBC026	BJB030	BJB032	BJB037	BJB038	BJB039	BJB041	BJB042	BJB054	BJB056	BJB058	BJB059	BJB060	BJB061	BJB064	BJB069	BJB070	BJB075	BJB077	BJB082	BJB086	BJB090	BJB092	TCGA-4Z-AA7M	TCGA-4Z-AA7O	TCGA-4Z-AA7S	TCGA-4Z-AA7W	TCGA-4Z-AA7Y	TCGA-4Z-AA80	TCGA-4Z-AA81	TCGA-4Z-AA82	TCGA-4Z-AA86	TCGA-CU-A0YR	TCGA-CU-A3KJ	TCGA-CU-A3QU	TCGA-CU-A5W6	TCGA-DK-A1A5	TCGA-DK-A1A6	TCGA-DK-A1A7	TCGA-DK-A1AA	TCGA-DK-A3IM	TCGA-DK-A3IN	TCGA-DK-A3IV	TCGA-DK-A3WW	TCGA-DK-A6B0	TCGA-DK-AA6M	TCGA-DK-AA6Q	TCGA-DK-AA74	TCGA-DK-AA75	TCGA-DK-AA76	TCGA-DK-AA77	TCGA-FD-A3B5	TCGA-FD-A3B6	TCGA-FD-A3SJ	TCGA-FD-A3SL	TCGA-FD-A3SO	TCGA-FD-A3SP	TCGA-FD-A43S	TCGA-FD-A43U	TCGA-FD-A43X	TCGA-FD-A43Y	TCGA-FD-A5BT	TCGA-FD-A5BU	TCGA-FD-A5BX	TCGA-FD-A5C0	TCGA-FD-A5C1	TCGA-FD-A6TB	TCGA-FD-A6TE	TCGA-G2-A2EK	TCGA-G2-A2EL	TCGA-G2-A2EO	TCGA-G2-A2ES	TCGA-G2-A3IB	TCGA-G2-A3IE	TCGA-G2-A3VY	TCGA-G2-AA3B	TCGA-K4-A3WU	TCGA-K4-A54R	TCGA-XF-A8HG	TCGA-XF-A9T0	TCGA-XF-A9T3	TCGA-XF-AAMZ	TCGA-XF-AAN0	TCGA-ZF-A9R0	TCGA-ZF-A9R2	TCGA-ZF-A9R3	TCGA-ZF-A9R4	TCGA-ZF-A9R5	TCGA-ZF-A9R7	TCGA-ZF-A9RE	TCGA-ZF-A9RG	TCGA-ZF-AA4N	TCGA-ZF-AA4U	TCGA-ZF-AA4X	TCGA-ZF-AA52	TCGA-ZF-AA58	TCGA-ZF-AA5H	TCGA-ZF-AA5N	TCGA-ZF-AA5P
Mean_nuclei_AreaShape_Area	1447.5112781954888	1110.8108108108106	779.0732984293193	1055.7542857142855	1286.5781990521327	1210.914893617021	1583.7195945945944	1671.638888888889	1230.6767676767674	1407.7228915662652	1245.1047120418848	1897.8408304498264	931.4464944649446	1474.84375	862.1666666666665	1438.218309859155	1476.5409836065573	790.4833333333332	1551.9101123595506	1617.8869565217392	952.8126984126984	1029.1978021978025	1162.6972477064219	1068.712643678161	1188.8504672897195	1120.0504201680674	1100.4918032786886	1372.0588235294115	1447.2578125	1430.6040268456375	978.6369426751593	1101.1666666666667	1126.5070422535216	1406.6363636363635	1141.054298642534	1109.559748427673	1094.2238095238097	1500.0434782608695	1647.5588235294117	1446.0	1220.2676470588235	1328.716535433071	1551.4825396825393	1551.3513513513512	1017.4428571428572	1606.7003484320558	1411.3434343434344	1332.5645161290322	925.3928571428572	1442.3285714285714	1556.546875	2194.486187845304	1560.628272251309	1887.5702247191007	1620.124653739612	2000.1084337349398	1859.974504249292	1789.9493243243246	2643.618421052632	2125.492700729927	1993.0865051903115	2450.693103448276	2198.396648044693	1340.3734939759036	2047.2151162790685	1594.9897260273972	1569.6811145510833	1617.6073298429321	2243.5314685314684	1858.3416370106759	1361.360103626943	1731.0385852090033	1835.2727272727273	1444.8950276243095	1792.9253731343285	1725.9295302013422	2217.174904942966	2073.58445945946	2176.5	2110.425925925926	1729.2213438735178	2154.3814814814814	1857.4878048780488	1885.2421052631573	1973.5988023952093	1729.6435331230286	1738.6694444444445	1956.972972972973	1764.9056603773583	934.2865853658536	2282.1857142857143	1837.389240506329	1976.0060240963849	1916.2	1507.7100591715975	1987.6042780748667	1398.0886524822695	1959.4885844748856	1420.6303630363034	2001.093189964157	2139.9307692307693	1524.9416666666666	1861.7465753424656	1717.653409090909	1856.4570446735395	2037.655303030303	1989.0465116279072	1821.3416927899689	1693.1323529411764	1870.0873786407767	1702.927113702624	1602.4163265306122	1611.5491525423733	1713.790243902439	1721.3145400593467	1511.0290556900727	1503.503846153846	1262.75	2203.3441734417347	2078.406976744186	2093.239361702128	1777.1511627906975	1903.8688046647228	1721.3141891891892	2378.5496688741723	2252.803448275862	2166.3786764705883
Mean_nuclei_AreaShape_BoundingBoxMaximum_X	542.6203007518797	650.027027027027	568.7696335078534	493.32	466.33649289099526	670.5531914893618	512.0135135135135	549.1865079365081	387.5151515151515	863.9518072289155	490.9267015706806	530.5190311418685	552.8819188191882	615.65	754.4166666666665	535.3661971830986	552.0710382513661	607.6166666666667	524.7490636704119	599.6086956521739	474.5873015873016	271.1208791208791	557.519877675841	498.1293103448277	297.94859813084116	342.13445378151266	803.9672131147541	592.8823529411766	588.28515625	519.0872483221476	571.4203821656051	207.38888888888889	647.9577464788732	537.2482517482517	596.0180995475113	495.9308176100629	488.41428571428565	570.2913043478262	370.921568627451	450.9767441860465	541.8	535.2716535433071	501.4444444444445	575.6216216216218	450.36428571428564	501.63066202090585	386.4949494949495	397.4516129032258	795.3214285714287	891.257142857143	375.140625	549.8480662983426	569.0130890052358	507.14044943820227	544.2437673130194	589.4156626506024	528.5042492917846	567.918918918919	481.6315789473685	552.0620437956203	533.477508650519	554.9793103448277	534.9441340782123	524.574297188755	552.0465116279071	533.2054794520549	522.3653250773993	554.2879581151833	583.7307692307693	549.9572953736655	529.5595854922278	548.8456591639872	548.8582887700535	572.2762430939226	552.6305970149253	516.503355704698	541.9619771863117	549.6351351351351	531.5866666666667	552.3	573.3122529644269	532.7	565.0243902439023	527.6	535.7065868263472	546.9968454258675	533.4611111111111	546.6675675675675	536.8679245283018	567.7164634146343	542.1457142857142	526.9746835443038	545.4759036144578	548.5464788732394	506.6568047337278	526.7807486631017	560.5106382978723	536.6849315068494	526.2904290429043	523.9068100358423	572.9653846153848	673.4166666666666	533.1404109589041	514.8125	505.66666666666674	555.8712121212121	528.4086378737542	527.5360501567399	570.9522058823529	541.4595469255663	552.8338192419825	550.869387755102	572.2847457627119	594.8	549.3709198813057	531.7820823244551	515.0115384615384	430.625	543.1273712737127	558.531007751938	560.6515957446809	555.3895348837209	540.8775510204082	543.6621621621622	584.0562913907286	521.8620689655172	545.5625
Mean_nuclei_AreaShape_BoundingBoxMaximum_Y	491.9135338345865	345.3513513513513	496.30890052356017	715.7485714285713	497.5260663507109	654.0851063829788	522.0675675675676	538.2619047619048	410.8686868686869	423.72289156626505	550.3455497382199	504.2664359861592	559.4944649446494	860.4375	358.33333333333326	593.6549295774647	463.57377049180326	625.2	617.6554307116105	789.6869565217391	492.8285714285714	342.8021978021978	534.1284403669723	545.4224137931035	684.2336448598131	454.9747899159663	298.1639344262295	866.8529411764706	537.80859375	529.3993288590602	628.8980891719747	356.1296296296296	308.6619718309858	489.3006993006993	693.0633484162898	411.8867924528302	485.03333333333336	573.4565217391304	603.8333333333334	805.3255813953488	543.3323529411765	526.1968503937007	509.43174603174606	901.6216216216216	487.65	525.9372822299651	400.82828282828285	373.4516129032258	480.46428571428567	443.4	435.484375	546.8397790055249	543.4738219895288	555.1095505617977	518.9861495844875	543.5481927710844	548.2549575070822	519.3614864864865	543.4780701754386	553.2189781021898	550.2387543252595	551.1724137931035	538.7625698324024	557.566265060241	557.0290697674419	538.5890410958904	565.1300309597523	552.3403141361257	560.6713286713286	579.3523131672597	578.9637305699483	552.2443729903537	503.0294117647058	413.29834254143645	530.1679104477612	527.2248322147651	567.7338403041825	565.2533783783782	545.9266666666666	523.7111111111111	551.5770750988141	554.7444444444443	170.53658536585363	534.6184210526316	571.3592814371258	549.1009463722397	533.475	551.2837837837837	583.9764150943396	513.4573170731708	542.08	537.3892405063291	561.5963855421686	541.0676056338028	535.508875739645	553.2272727272727	540.3971631205674	508.36529680365305	533.3498349834983	536.584229390681	539.0	433.34166666666664	534.6986301369864	574.4090909090909	551.5085910652921	545.0037878787879	568.6013289036545	512.9655172413793	534.0147058823529	539.6860841423949	521.9912536443148	536.6122448979592	566.9830508474578	468.29756097560966	555.8783382789318	530.7893462469733	514.0692307692308	865.05	510.94579945799455	562.2558139534884	565.9202127659574	510.8372093023256	543.0320699708453	544.25	558.6324503311258	526.2724137931034	542.5257352941177
Mean_nuclei_AreaShape_Compactness	2.604599386328714	2.5179303453634305	3.2715084901490097	2.681382718152229	2.876081539449132	4.081757339491669	2.5451371368159594	3.195091351529346	2.4893964808568456	2.6699888468858	2.86567678113126	3.1771119331738147	2.9893825162072565	2.264817358282423	2.4247132911882563	3.5149843248410444	2.8642800316896646	3.2588887410572327	2.6930774501293038	2.5208614885328275	3.002668648964673	2.676909885802897	3.1928224024739458	2.7100883347762426	2.214185168095651	2.870586762526244	2.2929547677211897	2.980574654188181	2.3157863517589905	2.447953034310781	2.935213432017384	2.5302881020275687	2.225139287558292	3.1070569337753016	2.205516773806446	2.4070504395746624	2.406585825554015	2.613523656217441	2.675316067744341	2.8522023796576206	3.1007894281451467	2.335818611050376	2.719474404689281	2.6396679881090086	2.2163905510284705	2.865731124197984	2.590084825139768	2.2465462691943405	2.9183709980860866	2.63412865035378	2.4649178755793058	2.331212681269341	2.18826674320516	2.3614366620412746	2.225955455143668	2.3250565054192216	2.2045149193721585	2.3409705469417137	2.3654587315605258	2.7274831396058934	2.2632251119123503	2.732507088220606	2.3891279392124534	2.6396527305962243	2.4179852984780026	2.336099898902792	1.8589785910473648	2.1196168952850694	2.687505822369148	2.3887644106699892	2.355283601916621	2.3946651739678506	2.385866610557901	2.5805345655853063	2.2523283932106923	2.8054692468690634	2.3833413092350666	2.0816519916282474	2.3535518547126646	2.498606277976479	2.243646232663981	2.5813106274840965	3.0570147621486687	2.2858009684640543	2.501124694368606	2.557214584676112	2.2443726874247765	2.392666562770569	2.9092756542470903	1.7868645885429346	2.603032406091544	2.212657996153959	2.419153744120911	2.5157325413951974	2.2744985090242107	2.2543268611902647	2.7433388732594626	2.230051484461088	2.2717377763343762	2.671286334769152	2.5980524468030795	2.366022258857878	2.708509935407679	2.551112151154107	2.559290895513995	2.2284563051798387	2.5558615387617865	2.0703913918027532	2.5794575793898664	2.38367457434624	2.155671428777131	2.944955305059865	2.22364729083285	2.0981116920434952	2.1161886358511373	2.2919114934745792	1.9160358479651591	2.500811918255226	2.2699172087768065	2.174867981620558	2.2651420832084104	2.19021698428486	2.242701388714147	2.45254204272344	2.34107632900855	2.457966891366519	2.426155591752842
Mean_nuclei_AreaShape_Eccentricity	0.7497460636871344	0.8041271770231972	0.8266190067329747	0.7934839733216368	0.8268111692781873	0.8014441691422974	0.7777866229826258	0.7907354952788156	0.7389550211922653	0.7930961689966135	0.788754113434335	0.7591552884311088	0.8200547776830579	0.7524770687610534	0.7107496810771801	0.7874444098282368	0.7880659985816404	0.7856498904622274	0.7684076466089209	0.7958338420969219	0.8074267969764534	0.8201723289293493	0.7878086989504242	0.7845273317122142	0.8109008837398952	0.7612241405244257	0.7961070111015937	0.8798636951772627	0.7566723413657932	0.8021350029276625	0.8145489036262096	0.7543488161149787	0.7517523548600271	0.8063098519553068	0.7573528702592344	0.7588608214132853	0.8020026406454448	0.7933507770893508	0.7742746105694952	0.7666176864636182	0.7878009091806933	0.7689041502901968	0.7835411176515589	0.7894329859581465	0.7884327964216088	0.8299819733674303	0.7731801757284138	0.8269764603411957	0.7512383240817522	0.7605936404490935	0.7552750052348893	0.7489976722394472	0.7657872768434828	0.7715003477456671	0.7443922636856056	0.7503130724186399	0.7461470974531934	0.7696069859460364	0.7784773253952726	0.7851409694388982	0.7657925139460662	0.7866036105605587	0.7422089320398422	0.8098523786908189	0.7794032863782604	0.7674369692120632	0.7532837827796769	0.7981027028178512	0.7582943712203754	0.7533026204800859	0.7667561859796934	0.7527192164825355	0.72982022777336	0.7729516540653477	0.7619223667295102	0.7855020447634156	0.7662154996534892	0.7634735880669812	0.760621501599301	0.7655865761834635	0.7690196245492122	0.7654042798276942	0.7812514517096059	0.7554363377483501	0.8010317944475396	0.7428091775127902	0.787570539014792	0.7705548098157938	0.8087687958243251	0.7497392644423666	0.7951718968719178	0.7650332378396508	0.7696958638526514	0.759423317516038	0.7525752326603077	0.7488272455681569	0.7854304637238911	0.7755140288790094	0.7748333106965544	0.7690550453991799	0.7893498835145065	0.7967536537092063	0.7527684588252529	0.7952894020897356	0.7512650181917534	0.7681106739461429	0.7696833771918348	0.7589101040033512	0.7860921832285447	0.7605336261672274	0.7438684541710463	0.7994967981061037	0.7730009953053922	0.7642414132513996	0.7500747806492639	0.7610809699690675	0.7422103827351964	0.8120005430262782	0.7416116320237941	0.7336862410426579	0.7303097233904076	0.7874085253601152	0.7372856655368739	0.7746717267532948	0.7741549630709522	0.7633377999254561	0.7692536368511638
Mean_nuclei_AreaShape_Orientation	0.007070608713886236	0.31778164615562604	-0.09951088183923124	0.2651383232789816	-0.2994333447470143	-0.014535063971574547	-0.06760737084820383	-0.04920489852985613	-0.22817823411290186	0.21768362819116616	-0.2177945166845154	-0.16012125328478893	-0.10665698931971472	-0.005832104390490511	-0.06273348328914549	-0.17185827898995634	-0.008487121513812467	-0.33416236609045297	-0.2363236305208105	-0.1262572730330074	-0.15400508235609156	0.0013478317493726107	-0.12497054961311632	-0.017472344788815014	-0.17179593098189996	-0.09404764026080983	-0.2340088852254376	-0.16597708433452815	-0.045548904752435865	0.18928443951689247	-0.2655986028478253	-0.0888496174754453	0.042352773670482936	-0.09371469506587422	-0.01836303223126165	0.060066498776741264	0.12071422489594835	0.06267835318413413	0.2677758903810712	0.18894239596840026	-0.11758723292582048	-0.1202605706228483	-0.18322141634417305	0.1650218470512409	0.21765164634326825	-0.2743651945039431	0.14731650028082258	-0.2981079573196254	-0.40544963633365744	-0.2363083713178733	0.16880319960713833	-0.07727710156217255	0.223096074350828	-0.2967019269131966	0.06309580303543412	-0.06503197337160704	0.05240697862629709	-0.021102690380015787	0.2254506350605953	-0.12956339103636647	-0.0020602811078160137	-0.09217862980881518	-0.1972831069746126	0.08260943806809998	0.4262155947682856	-0.0068085557176229975	-0.010691298160702871	0.0655138549138036	-0.04695113610560068	-0.13124545927769973	-0.05301178032527507	-0.056388432614122026	-0.2532507772825626	-0.11649418523733568	0.0016334684100399567	-0.27204855393000793	-0.0027104354207427013	-0.0591480716117756	0.025684664214769524	-0.15150829908301566	0.14826975062174755	-0.1245147834420475	0.0683778529657564	-0.11322590056729925	-0.4979998745325688	-0.018628674125624384	-0.2949882809330485	0.0359252661398685	-0.2356502145584922	0.03167794993703422	0.20454205328677813	0.08697332667416836	-0.0524629748433138	0.3371949970693651	0.029622131289085626	0.27118563124082273	-0.008903150531755373	-0.023833352758945155	-0.10641433577748198	-0.0300446964923954	-0.2740204198785313	-0.07200271177095839	0.05177287434393458	-0.22216474914837275	-0.08529390527742316	0.09537838740073336	-0.09565233117907668	0.0610023771493242	0.050453705018914	-0.036748299886587774	-0.0976398691842398	-0.28644676407618297	0.05437681010950785	0.07041333614539742	-0.1583621102837223	0.08266035565921202	0.04177005625449626	-0.13025448190743294	-0.13281702890065114	-0.06879466720309897	-0.04677566521628393	-0.13118486684183564	0.006686421364519146	0.04134209849309699	0.06281027560214304	0.16077368187087235	0.01512213727695496
Mean_nuclei_AreaShape_Zernike_1_1	0.05545705297859277	0.05699941378896591	0.05036735113059476	0.052361177813464665	0.05463653064770541	0.05690583781982327	0.053513246640760785	0.05477228204161196	0.05807102993594851	0.052590115905828516	0.05603498572243403	0.057031936269734476	0.053672403768344264	0.052678351687383294	0.05779910827812499	0.060142504148353676	0.05122906198307205	0.06594181153440022	0.05404866973016819	0.055231917581243566	0.056707872338474526	0.05371144331471165	0.056364570617579664	0.05337722343637717	0.05280247240680675	0.06074293641043281	0.05210205224132338	0.05227851383388613	0.06098086024112925	0.05119552188480358	0.052128196277718725	0.052504691923250094	0.05582413984902782	0.04957456101694471	0.058726721301525765	0.056999662879186785	0.05050341243040014	0.05406151586523682	0.05950769542079956	0.0551401224928518	0.05447536541607849	0.05827657425283636	0.05471169386130933	0.05198099683624219	0.05554148709584941	0.05073677398826434	0.05826533538260294	0.051863899430952785	0.061726113936259985	0.05586962381530683	0.06706240902439985	0.05452894329959524	0.05507369484866925	0.05584290694069958	0.057762676817251175	0.057634181118598214	0.059273300238229236	0.05703650939707836	0.0559373869615482	0.055929514971692636	0.05670715044782885	0.05396044962815038	0.05744337614598397	0.05679432467929984	0.05228122614487992	0.059668867817924076	0.061097501285189884	0.05219291240269553	0.05236667094936452	0.0562954277550726	0.057203884662245526	0.058138634434598616	0.05906351330597706	0.05896407548726474	0.05759559960718332	0.05406310388555681	0.05669848446314405	0.056703399225132976	0.0550667872572267	0.057888907254746075	0.060297865228728986	0.05416483822320603	0.05757617881796424	0.0543667866930521	0.053639077981764566	0.05325370332661399	0.056001989875072086	0.05358399305941382	0.05072264907528472	0.05705013637397152	0.04991171715927765	0.05841439341197776	0.057808079941834276	0.057038233912307765	0.056528956760753486	0.05744547473348121	0.05398261512330592	0.05942125939862539	0.058402247342517075	0.055437906041118964	0.05375820745664624	0.057508419916078635	0.056161503616707416	0.05573833871223557	0.055551430905524425	0.05808048442717133	0.057026819761415465	0.05952663808899939	0.058965410695403016	0.055114973005261775	0.057641479494949764	0.050758679504399225	0.05714965563320608	0.059755370599528464	0.05940032996403681	0.05779344274052412	0.059484323464048576	0.05928410983172415	0.05554619192455193	0.061355567938856215	0.05944357002567921	0.052398760763433666	0.05877357913479026	0.057472917171075985	0.05829340836352975	0.056757333194347635	0.05711119958585964
Mean_nuclei_AreaShape_Zernike_2_2	0.05772757263970901	0.06032490087869567	0.06581689009672978	0.06406635991907011	0.06108137701298656	0.05389149699155879	0.05926648087175888	0.05617486198707095	0.05711737857179437	0.055964061268634055	0.05656174158753542	0.055995091296531976	0.06231218494511645	0.06075243020203276	0.0612378403607034	0.05160657677233742	0.05827998690504836	0.05441478705215564	0.05757043525639571	0.06517336428563182	0.06180895384000538	0.05988286779732727	0.060091469296907465	0.061256694474273926	0.06550265555751134	0.05817008398410655	0.06806429929381258	0.0599063661262215	0.059477512611856576	0.05795921182562905	0.05994362693763105	0.05812885667975839	0.060489209274924176	0.05797320207252544	0.06488602636809722	0.05874535774373445	0.061732333200516014	0.06063974998657035	0.057536478992293534	0.0590717657591453	0.0579937847116808	0.057220698794050125	0.05776586183202901	0.05961855804189855	0.062158209837077226	0.05668837857096395	0.055439508611768766	0.06340977866387618	0.05569040618316247	0.05739335018272431	0.0600837345268465	0.05839097323901584	0.05982513259194128	0.058178827480783124	0.060599167333334925	0.05807296040925861	0.05807644731644712	0.06005993889032603	0.058799250564540474	0.05630842750247472	0.06028302730726778	0.05989288896643043	0.056883500407308815	0.05974912108898316	0.05979547057643266	0.060407752157280864	0.06442366767897162	0.062161525793962426	0.056254803337515036	0.05751182169169473	0.06202150870269655	0.05686874391934048	0.05581454642590801	0.06036193078643436	0.05796018615249127	0.05809678017126131	0.059027567670140925	0.06183672837617433	0.05918633961594531	0.05819046568684925	0.0609667051432729	0.0587352121291905	0.054820666151350166	0.05976031137045669	0.05950973982116235	0.0572743279072447	0.060319866385033075	0.0593117636268749	0.056790547948829276	0.07151911704491118	0.05975255934824771	0.058691016129142765	0.05863840999066569	0.05829438224969625	0.05956773649404961	0.05872793418272741	0.05729873885178283	0.06096927490860207	0.062489221098111725	0.05882285284278075	0.05896052916889115	0.061440776682761565	0.05545441155432833	0.05969490734950893	0.057281189772139814	0.06054613611966221	0.0589616562982782	0.05984408033104228	0.05973840253425624	0.05897913983979981	0.060251065109363074	0.055509240844715584	0.06083122810498207	0.061297366342839235	0.06051847246912189	0.06337138442373608	0.06252162189962468	0.06449112739702073	0.0580085014595752	0.0571520227824698	0.0575262691682019	0.0614904924020933	0.057468235816846375	0.05929108459728032	0.059625478840847436	0.05845533722654625	0.059233776999612575
Mean_nuclei_AreaShape_Zernike_3_1	0.03157834592754878	0.037681739268048194	0.035021167005705615	0.03287663630605379	0.03686265773280816	0.029318059532358068	0.032455392971626765	0.034419473896911086	0.03233613808060375	0.034773103633843006	0.034018341352867285	0.0338981116936928	0.0353003229576042	0.029626106148899944	0.023372989336053085	0.039412760645371414	0.03275739354357279	0.03640969973113852	0.032368469098231864	0.0318744720881594	0.03307596582911141	0.034474381105179336	0.032860644315038566	0.03125469057220112	0.032246745322745685	0.03233350925667272	0.030792290661696205	0.03986374384226808	0.033291818920664684	0.03141622079236574	0.0348785914536963	0.0315237628698815	0.02858048577039405	0.03304222254331827	0.03087629601561128	0.03152267212855458	0.030353938459884395	0.034896816642364666	0.03560141925654872	0.032720053805345116	0.03473096101694023	0.033223185689655065	0.03444097076193054	0.032087410744900666	0.03039939869713255	0.034576678284534416	0.0337931439609468	0.033605540141872364	0.03575922208361198	0.03215324349474369	0.035577680189594466	0.032109335910832724	0.0324216747848849	0.033424005871772605	0.030461593328388683	0.034543186201538206	0.03373074396124608	0.03333209837920726	0.03303363136464655	0.03442481732953771	0.03298762806254355	0.03347236780424235	0.0312506753397138	0.03470751401089737	0.03157735916169166	0.03351442449798895	0.03195661391275227	0.03093694968405732	0.03100221552064885	0.03076050054763751	0.033805618115031084	0.03465928815179152	0.03193036139047898	0.03404498431533585	0.03376202589767167	0.03325227443019877	0.03439782819216068	0.0321533338008246	0.03234294146409753	0.03377812623261334	0.03494782943099976	0.033637912082903565	0.03722089418709382	0.031858451698598175	0.033883295214103014	0.030632602918294775	0.033878425655915964	0.03268156425128278	0.03376378299002912	0.028843451135005964	0.0321841305542897	0.0337059228112823	0.03453824144082472	0.03370962336858078	0.032296725039967916	0.03240009850884752	0.033869401118191735	0.0348960876046829	0.03289341793490588	0.03480418805650877	0.033812623679004394	0.03374563824745769	0.033602404898075165	0.034415971003274495	0.03266430914994792	0.03431851771008043	0.03371944208720306	0.03212632680215738	0.03501159635610255	0.032259130951172166	0.031259325286309834	0.03186128047424678	0.0322000061838811	0.03382104480069518	0.03269191019837004	0.033548570152675136	0.031378829308255175	0.03815233232282232	0.030835108626109737	0.030926679972804863	0.032147799295903924	0.03178298086162013	0.03275617483480801	0.0349724956776925	0.03460983059732338	0.03363480453080072	0.03446039708276322
Mean_nuclei_AreaShape_Zernike_3_3	0.021680118661611732	0.018368662404607973	0.023672313553768552	0.02184889044555258	0.019977249985438258	0.018733981900223167	0.02013048023942246	0.01883380240290072	0.02135966670141772	0.018644006428644968	0.01911528449017802	0.019689371124082998	0.02084578037039319	0.02073912870322906	0.015279319630906613	0.0191124329138146	0.019146044633817524	0.01844282404700242	0.020694821159752703	0.0193825410572416	0.02116917943879876	0.01983677746856741	0.020517676714479897	0.021240805523619767	0.017937746592053126	0.02024895138594724	0.021587753118777468	0.01791474469670611	0.021246702781199785	0.019078080309929142	0.01945059056424199	0.02209356643298053	0.01939065677673987	0.020686039782039246	0.0205217432087144	0.018644073982132647	0.019052654006933168	0.01881282328062649	0.01977815817209572	0.021363285464984314	0.021388514459835632	0.0209901409989713	0.02080978283405471	0.021266096202118657	0.018844818198220464	0.018154267178777567	0.0205038462930981	0.017776100141411313	0.01997658228774404	0.02234355363028439	0.024457401724132792	0.021369987488326195	0.020731994919188968	0.020296064998442317	0.02160091538458803	0.02204568064620008	0.022700829292152672	0.020109267657801286	0.01948893652214091	0.019297605534027942	0.021569230535275388	0.01964938353499281	0.02103552716800916	0.017964735014471357	0.01987955033261448	0.021117917010194262	0.021384347258580908	0.018628821556500925	0.02169158249282312	0.021437159493948903	0.021402049198857256	0.02210126892045721	0.02108971220781531	0.019160349432423267	0.02174485553011292	0.01966278460412971	0.0221626408643633	0.020300148742331305	0.02291505020179703	0.020676011844807482	0.02041407921709076	0.0211837452476112	0.01927231447977129	0.020990161079762176	0.01905775728200452	0.022434535198211158	0.01993299338016298	0.02060867381591212	0.017338393158957348	0.02409558420782628	0.017938050599258692	0.02139018594584504	0.020398050879389482	0.021470607348513342	0.023092148083766483	0.021530835016647657	0.021026497648313942	0.02241104587669361	0.020017585290067943	0.02103410487160338	0.020080495523122358	0.01988100042068173	0.02083684275551609	0.01970516495687136	0.022138167930844808	0.02161556723255428	0.020745936115443318	0.02183725201204523	0.02066714092371333	0.021649824957970715	0.021802256600703937	0.019041862382482167	0.02200368692703453	0.022282750582557367	0.0222750036572848	0.02168451887075353	0.022882460058240902	0.019756374450605355	0.02157444539083079	0.021166149552204718	0.02287466621038316	0.019323066052293184	0.022450106133022257	0.02106345250853092	0.0203919124342234	0.021501830835818855	0.021482042767620314
