X_features,Y_features,association,p-values,q-values
cancer_shape_LeastAxisLength,Mean_nuclei_AreaShape_Area,0.42387279715035614,6.843867744037568e-07,0.00026768527439270694
cancer_shape_LeastAxisLength,Mean_nuclei_AreaShape_Compactness,-0.3728733127109111,1.5796923623943602e-05,0.0017927259289140132
cancer_shape_LeastAxisLength,Mean_nuclei_Intensity_IntegratedIntensity_Hematoxylin,0.3295134983127109,0.00015499589598623535,0.007736174773302433
cancer_shape_LeastAxisLength,Mean_nuclei_Intensity_MaxIntensity_Hematoxylin,-0.3982588113985752,3.5335354358512474e-06,0.000674711734166741
cancer_shape_LeastAxisLength,Mean_nuclei_RadialDistribution_FracAtD_Hematoxylin_1of4,0.4224139951256092,7.542318775940903e-07,0.0002818445437325285
cancer_shape_LeastAxisLength,Mean_nuclei_RadialDistribution_ZernikePhase_Hematoxylin_4_0,0.3570959880014998,3.7690245220126675e-05,0.003157530867998814
cancer_shape_LeastAxisLength,Mean_nuclei_Texture_Correlation_Hematoxylin_3_00_256,0.4808246625421821,1.0556417320071876e-08,2.2677220266486545e-05
cancer_shape_LeastAxisLength,Mean_plasm_AreaShape_Extent,0.4183949662542182,9.834591958974334e-07,0.000326033943542651
cancer_shape_LeastAxisLength,Mean_plasm_Intensity_MaxIntensity_Hematoxylin,-0.4218691413573304,7.820181500156044e-07,0.0002884326683174437
cancer_shape_LeastAxisLength,Mean_plasm_Intensity_StdIntensityEdge_Hematoxylin,0.3862075834270716,7.306221656881572e-06,0.0010867222263593543
cancer_shape_LeastAxisLength,Mean_plasm_Texture_Correlation_Hematoxylin_3_00_256,0.4754054180727408,1.6236037984221592e-08,2.2677220266486545e-05
cancer_shape_LeastAxisLength,Median_nuclei_AreaShape_Area,0.4412527627482488,2.074875507047571e-07,0.00012483180814917524
cancer_shape_LeastAxisLength,Median_nuclei_AreaShape_Compactness,-0.2844488188976378,0.001190679107937585,0.028655930876122632
cancer_shape_LeastAxisLength,Median_nuclei_AreaShape_Zernike_2_0,0.31968269591301085,0.00024865460914135087,0.010482618851480998
cancer_shape_LeastAxisLength,Median_nuclei_Intensity_IntegratedIntensity_Hematoxylin,0.35508647356580425,4.1968364334695004e-05,0.0033701104393863784
cancer_shape_LeastAxisLength,Median_nuclei_Intensity_MassDisplacement_Hematoxylin,0.4279504124484439,5.203322392609e-07,0.0002227754109800436
cancer_shape_LeastAxisLength,Median_nuclei_Intensity_MaxIntensity_Hematoxylin,-0.3179025997816642,0.00027041185648564057,0.01104992334416143
cancer_shape_LeastAxisLength,Median_nuclei_RadialDistribution_FracAtD_Hematoxylin_1of4,0.4336860236220472,3.517264487983176e-07,0.00018096243805489504
cancer_shape_LeastAxisLength,Median_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_6_0,-0.3439374765654293,7.522083692159716e-05,0.004910837267677992
cancer_shape_LeastAxisLength,Median_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_8_0,-0.4329595519310086,3.697603248597029e-07,0.00018160528989957184
cancer_shape_LeastAxisLength,Median_nuclei_Texture_Correlation_Hematoxylin_3_00_256,0.4777254405699287,1.3515638223145416e-08,2.2677220266486545e-05
cancer_shape_LeastAxisLength,Median_plasm_AreaShape_Compactness,-0.4564702849643794,6.900159927048267e-08,6.46036951411552e-05
cancer_shape_LeastAxisLength,Median_plasm_AreaShape_Extent,0.4451396700412448,1.5742412700557713e-07,0.00011271038336869892
cancer_shape_LeastAxisLength,Median_plasm_Intensity_MaxIntensity_Hematoxylin,-0.35898802925032625,3.4039100106698576e-05,0.0029472879360678047
cancer_shape_LeastAxisLength,Median_plasm_Intensity_MinIntensityEdge_Hematoxylin,-0.3646520929058614,2.4993539030802137e-05,0.0023806060461949515
cancer_shape_LeastAxisLength,Median_plasm_Texture_Correlation_Hematoxylin_3_00_256,0.4738001499812522,1.841796529564432e-08,2.49081054474428e-05
cancer_shape_LeastAxisLength,StDev_nuclei_AreaShape_Area,0.3802962129733783,1.0326730437653766e-05,0.0013535960512124632
cancer_shape_LeastAxisLength,StDev_nuclei_AreaShape_Compactness,-0.4419232752155981,1.9788435249673885e-07,0.0001239687267111923
cancer_shape_LeastAxisLength,StDev_nuclei_AreaShape_FormFactor,-0.3221784776902887,0.00022087196632198609,0.009785903032050552
cancer_shape_LeastAxisLength,StDev_nuclei_Intensity_IntegratedIntensity_Hematoxylin,0.316835395575553,0.000284287604112393,0.011389794229465715
cancer_shape_LeastAxisLength,StDev_nuclei_Intensity_LowerQuartileIntensity_Hematoxylin,0.3441835395575553,7.427578645234439e-05,0.004879180420770811
cancer_shape_LeastAxisLength,StDev_nuclei_Intensity_StdIntensityEdge_Hematoxylin,0.21741422947131608,0.014074591112280524,0.13765987404044322
cancer_shape_LeastAxisLength,StDev_nuclei_RadialDistribution_FracAtD_Hematoxylin_3of4,-0.2853510498687664,0.001146635285672476,0.02800840778076117
cancer_shape_LeastAxisLength,StDev_nuclei_RadialDistribution_RadialCV_Hematoxylin_4of4,0.3564339613798275,3.905228721693879e-05,0.0032357315813254578
cancer_shape_LeastAxisLength,StDev_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_2_2,-0.3143161792275965,0.00031969730503307006,0.012347330185320748
cancer_shape_LeastAxisLength,StDev_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_8_0,-0.28907714660667416,0.0009800558367797363,0.0252407097923342
cancer_shape_LeastAxisLength,StDev_nuclei_RadialDistribution_ZernikePhase_Hematoxylin_4_0,-0.35570853167490585,4.059769848885261e-05,0.0033226934786265536
cancer_shape_LeastAxisLength,StDev_nuclei_Texture_Correlation_Hematoxylin_3_00_256,-0.3499367266591676,5.5100651634432826e-05,0.003965013107477767
cancer_shape_LeastAxisLength,StDev_nuclei_Texture_InfoMeas1_Hematoxylin_3_00_256,-0.39725112485939257,3.7589453213500593e-06,0.0006977388701068084
cancer_shape_LeastAxisLength,StDev_nuclei_Texture_SumVariance_Hematoxylin_3_00_256,0.3571428571428571,3.759552593658485e-05,0.0031526956789340844
cancer_shape_LeastAxisLength,StDev_plasm_AreaShape_Zernike_8_8,0.27039393513310833,0.002108280580586922,0.04152230824456906
cancer_shape_LeastAxisLength,StDev_plasm_Intensity_LowerQuartileIntensity_Hematoxylin,0.3612849175103112,3.005260334771745e-05,0.0026952440055005547
cancer_shape_LeastAxisLength,StDev_plasm_Intensity_StdIntensityEdge_Hematoxylin,0.2514705193100862,0.004346059552846896,0.066240478336772
cancer_shape_LeastAxisLength,StDev_plasm_Texture_Correlation_Hematoxylin_3_00_256,-0.2322951818522684,0.008588820339876516,0.1018323814302086
